host,ip,port,protocol,title,domain,country,city,link,org
42.193.139.111:8080,42.193.139.111,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.139.111:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.137.114:8080,42.193.137.114,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.137.114:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.201.83:8080,42.194.201.83,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.201.83:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.219.141:8080,42.194.219.141,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.219.141:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.209.27:8080,42.194.209.27,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.209.27:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.25.60:8080,81.71.25.60,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.25.60:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.202.18:8080,42.194.202.18,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.202.18:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.177.96:8080,1.14.177.96,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.177.96:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.148.141:8080,106.53.148.141,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.148.141:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.147.224:8080,42.193.147.224,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.147.224:8080,Shenzhen Tencent Computer Systems Company Limited
129.204.11.28:8080,129.204.11.28,8080,http,Directory listing for /,,CN,Guangzhou,http://129.204.11.28:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.185.133:8080,1.14.185.133,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.185.133:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.186.5:8080,1.14.186.5,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.186.5:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.199.230:8080,42.194.199.230,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.199.230:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.154.81:8080,42.193.154.81,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.154.81:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.119.104:8080,81.71.119.104,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.119.104:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.22.184:8080,81.71.22.184,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.22.184:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.119.22:8080,81.71.119.22,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.119.22:8080,Shenzhen Tencent Computer Systems Company Limited
43.136.39.24:8080,43.136.39.24,8080,http,Directory listing for /,,CN,Guangzhou,http://43.136.39.24:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.81.78:8080,114.132.81.78,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.81.78:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.166.191:8080,106.53.166.191,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.166.191:8080,Shenzhen Tencent Computer Systems Company Limited
47.88.8.59:8080,47.88.8.59,8080,http,Directory listing for /,,US,Los Angeles,http://47.88.8.59:8080,"Alibaba US Technology Co., Ltd."
1.14.138.220:8080,1.14.138.220,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.138.220:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.146.237:8080,106.53.146.237,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.146.237:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.203.46:8080,42.194.203.46,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.203.46:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.196.231:8080,134.175.196.231,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.196.231:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.174.81:8080,1.14.174.81,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.174.81:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.130.3:8080,106.53.130.3,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.130.3:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.127.52:8080,81.71.127.52,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.127.52:8080,Shenzhen Tencent Computer Systems Company Limited
proxy-39.graseby.com,39.107.235.225,80,http,Index of /clash/,graseby.com,CN,Beijing,http://proxy-39.graseby.com,"Hangzhou Alibaba Advertising Co.,Ltd."
117.93.80.106:83,117.93.80.106,83,http,Index of /,,CN,Yancheng,http://117.93.80.106:83,Chinanet
108.171.195.153:2096,108.171.195.153,2096,http,Directory listing for /,,US,Ogden,http://108.171.195.153:2096,"WebNX, Inc."
42.194.205.84:8080,42.194.205.84,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.205.84:8080,Shenzhen Tencent Computer Systems Company Limited
119.91.53.12:8080,119.91.53.12,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.53.12:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.150.41:8080,106.53.150.41,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.150.41:8080,Shenzhen Tencent Computer Systems Company Limited
141.94.155.13,141.94.155.13,80,http,Directory listing for /,,FR,Wattrelos,http://141.94.155.13,OVH SAS
42.194.205.232:8080,42.194.205.232,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.205.232:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.158.68:8080,42.193.158.68,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.158.68:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.132.247:8080,106.53.132.247,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.132.247:8080,Shenzhen Tencent Computer Systems Company Limited
106.52.224.208:8080,106.52.224.208,8080,http,Directory listing for /,,CN,Guangzhou,http://106.52.224.208:8080,Shenzhen Tencent Computer Systems Company Limited
172.245.6.142:2095,172.245.6.142,2095,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:2095,HostPapa
64.81.115.158:18080,64.81.115.158,18080,http,Directory listing for /,,JP,Tokyo,http://64.81.115.158:18080,NetLab Global
1.14.170.30:8080,1.14.170.30,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.170.30:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.210.157:8080,139.199.210.157,8080,http,Directory listing for /,,CN,Beijing,http://139.199.210.157:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.221.104:8080,42.194.221.104,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.221.104:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.89.14:8080,114.132.89.14,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.89.14:8080,Shenzhen Tencent Computer Systems Company Limited
139.99.210.47:9999,139.99.210.47,9999,http,Directory listing for /,,AU,Sydney,http://139.99.210.47:9999,OVH SAS
106.53.141.209:8080,106.53.141.209,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.141.209:8080,Shenzhen Tencent Computer Systems Company Limited
tar.sabo.xyz,88.99.214.71,80,http,Index of /,sabo.xyz,DE,Falkenstein,http://tar.sabo.xyz,Hetzner Online GmbH
62.3.15.195:8000,62.3.15.195,8000,http,Directory listing for /,,US,San Jose,http://62.3.15.195:8000,xTom
38.244.47.55:8081,38.244.47.55,8081,http,Directory listing for /,,US,Los Angeles,http://38.244.47.55:8081,"Cogent Communications, LLC"
119.91.217.97:8080,119.91.217.97,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.217.97:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.89.220:8080,114.132.89.220,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.89.220:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.141.110:8080,106.53.141.110,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.141.110:8080,Shenzhen Tencent Computer Systems Company Limited
113.192.61.71:8000,113.192.61.71,8000,http,Directory listing for /,,US,Los Angeles,http://113.192.61.71:8000,EASY LINK LLC
42.193.158.27:8080,42.193.158.27,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.158.27:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.97.239:8080,114.132.97.239,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.97.239:8080,Shenzhen Tencent Computer Systems Company Limited
20.17.108.21,20.17.108.21,80,http,Directory listing for /,,MY,Kuala Lumpur,http://20.17.108.21,Microsoft Corporation
47.83.255.185,47.83.255.185,80,http,Directory listing for /,,CN,Hong Kong,http://47.83.255.185,"Alibaba US Technology Co., Ltd."
20.17.109.24,20.17.109.24,80,http,Directory listing for /,,MY,Kuala Lumpur,http://20.17.109.24,Microsoft Corporation
106.53.146.106:8080,106.53.146.106,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.146.106:8080,Shenzhen Tencent Computer Systems Company Limited
20.17.107.116,20.17.107.116,80,http,Directory listing for /,,MY,Kuala Lumpur,http://20.17.107.116,Microsoft Corporation
20.17.109.136,20.17.109.136,80,http,Directory listing for /,,MY,Kuala Lumpur,http://20.17.109.136,Microsoft Corporation
142.93.248.140:8002,142.93.248.140,8002,http,Directory listing for /,,US,North Bergen,http://142.93.248.140:8002,"DigitalOcean, LLC"
20.17.109.166,20.17.109.166,80,http,Directory listing for /,,MY,Kuala Lumpur,http://20.17.109.166,Microsoft Corporation
42.193.186.85:8080,42.193.186.85,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.186.85:8080,Shenzhen Tencent Computer Systems Company Limited
106.52.61.189:8080,106.52.61.189,8080,http,Directory listing for /,,CN,Guangzhou,http://106.52.61.189:8080,Shenzhen Tencent Computer Systems Company Limited
188.36.238.199,188.36.238.199,80,http,Index of /,,HU,Val,http://188.36.238.199,Magyar Telekom Plc.
172.197.170.244,172.197.170.244,80,http,Directory listing for /,,GB,London,http://172.197.170.244,Microsoft Corporation
106.53.169.95:8080,106.53.169.95,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.169.95:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.168.232:8080,106.53.168.232,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.168.232:8080,Shenzhen Tencent Computer Systems Company Limited
172.197.172.123,172.197.172.123,80,http,Directory listing for /,,GB,London,http://172.197.172.123,Microsoft Corporation
42.194.206.50:8080,42.194.206.50,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.206.50:8080,Shenzhen Tencent Computer Systems Company Limited
47.79.23.148:8080,47.79.23.148,8080,http,Directory listing for /,,CN,Hong Kong,http://47.79.23.148:8080,"Alibaba US Technology Co., Ltd."
106.53.156.69:8080,106.53.156.69,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.156.69:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.57.189:8080,139.199.57.189,8080,http,Directory listing for /,,CN,Beijing,http://139.199.57.189:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.208.24:8080,42.194.208.24,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.208.24:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.146.196:8080,106.53.146.196,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.146.196:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.136.81:8080,106.53.136.81,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.136.81:8080,Shenzhen Tencent Computer Systems Company Limited
38.207.182.124:8088,38.207.182.124,8088,http,Directory listing for /,,CN,Hong Kong,http://38.207.182.124:8088,NetLab Global
42.194.220.141:8080,42.194.220.141,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.220.141:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.131.181:8080,1.14.131.181,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.131.181:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.253.57:8080,1.14.253.57,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.253.57:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.185.208:8080,1.14.185.208,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.185.208:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.159.115:8080,42.193.159.115,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.159.115:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.159.83:8080,42.193.159.83,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.159.83:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.135.117:8080,106.53.135.117,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.135.117:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.135.204:8080,106.53.135.204,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.135.204:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.170.28:8080,1.14.170.28,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.170.28:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.175.33:8080,134.175.175.33,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.175.33:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.170.145:8080,1.14.170.145,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.170.145:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.189.76:8080,134.175.189.76,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.189.76:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.189.155:8080,134.175.189.155,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.189.155:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.209.33:8080,42.194.209.33,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.209.33:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.111.119:8080,159.75.111.119,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.111.119:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.203.36:8080,42.194.203.36,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.203.36:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.237.99:8080,134.175.237.99,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.237.99:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.176.98:8080,1.14.176.98,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.176.98:8080,Shenzhen Tencent Computer Systems Company Limited
43.136.50.161:8080,43.136.50.161,8080,http,Directory listing for /,,CN,Guangzhou,http://43.136.50.161:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.88.41:8080,81.71.88.41,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.88.41:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.151.253:8080,42.193.151.253,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.151.253:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.166.178:8080,106.53.166.178,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.166.178:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.217.3:8080,42.194.217.3,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.217.3:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.7.143:8080,159.75.7.143,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.7.143:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.179.20:8080,1.14.179.20,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.179.20:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.146.30:8080,42.193.146.30,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.146.30:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.236.186:8080,134.175.236.186,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.236.186:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.132.121:8080,81.71.132.121,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.132.121:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.135.244:8080,106.53.135.244,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.135.244:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.185.201:8080,1.14.185.201,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.185.201:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.217.218:8080,42.194.217.218,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.217.218:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.141.95:8080,42.193.141.95,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.141.95:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.73.98:8080,139.199.73.98,8080,http,Directory listing for /,,CN,Beijing,http://139.199.73.98:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.8.209:8080,81.71.8.209,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.8.209:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.203.86:8080,42.194.203.86,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.203.86:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.136.48:8080,42.193.136.48,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.136.48:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.143.87:8080,42.193.143.87,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.143.87:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.168.77:8080,106.53.168.77,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.168.77:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.139.180:8080,193.112.139.180,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.139.180:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.101:8080,106.53.190.101,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.101:8080,Shenzhen Tencent Computer Systems Company Limited
129.204.147.148:8080,129.204.147.148,8080,http,Directory listing for /,,CN,Guangzhou,http://129.204.147.148:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.132.19:8080,106.53.132.19,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.132.19:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.190.69:8080,134.175.190.69,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.190.69:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.148.57:8080,1.14.148.57,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.148.57:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.111:8080,106.53.190.111,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.111:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.172.132:8080,1.14.172.132,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.172.132:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.36.69:8080,159.75.36.69,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.36.69:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.219.13:8080,42.194.219.13,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.219.13:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.139.86:8080,42.193.139.86,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.139.86:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.223.2:8080,42.194.223.2,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.223.2:8080,Shenzhen Tencent Computer Systems Company Limited
119.91.196.158:8080,119.91.196.158,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.196.158:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.182.34:8080,1.14.182.34,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.182.34:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.118.152:8080,81.71.118.152,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.118.152:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.134:8080,106.53.190.134,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.134:8080,Shenzhen Tencent Computer Systems Company Limited
111.230.186.225:8080,111.230.186.225,8080,http,Directory listing for /,,CN,Guangzhou,http://111.230.186.225:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.182.118:8080,1.14.182.118,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.182.118:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.76.96:8080,81.71.76.96,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.76.96:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.129.240:8080,193.112.129.240,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.129.240:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.144.102:8080,42.193.144.102,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.144.102:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.129.193:8080,81.71.129.193,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.129.193:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.120.192:8080,81.71.120.192,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.120.192:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.30.227:8080,159.75.30.227,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.30.227:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.120.51:8080,81.71.120.51,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.120.51:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.180.126:8080,1.14.180.126,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.180.126:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.103.163:8080,118.126.103.163,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.103.163:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.153.201:8080,106.53.153.201,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.153.201:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.4.107:8080,159.75.4.107,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.4.107:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.148.177:8080,106.53.148.177,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.148.177:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.51.48:8080,159.75.51.48,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.51.48:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.141.52:8080,42.193.141.52,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.141.52:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.151.75:8080,42.193.151.75,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.151.75:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.134.52:8080,106.53.134.52,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.134.52:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.31.95:8080,81.71.31.95,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.31.95:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.31.52:8080,81.71.31.52,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.31.52:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.139.55:8080,106.53.139.55,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.139.55:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.150.85:8080,1.14.150.85,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.150.85:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.246.123:8080,1.14.246.123,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.246.123:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.246.82:8080,1.14.246.82,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.246.82:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.44.234:8080,159.75.44.234,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.44.234:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.139.57:8080,1.14.139.57,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.139.57:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.29.64:8080,159.75.29.64,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.29.64:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.145.179:8080,42.193.145.179,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.145.179:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.183.66:8080,42.193.183.66,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.183.66:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.122.158:8080,159.75.122.158,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.122.158:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.174.64:8080,1.14.174.64,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.174.64:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.174.204:8080,1.14.174.204,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.174.204:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.223.193:8080,42.194.223.193,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.223.193:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.119.175:8080,81.71.119.175,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.119.175:8080,Shenzhen Tencent Computer Systems Company Limited
106.52.179.33:8080,106.52.179.33,8080,http,Directory listing for /,,CN,Guangzhou,http://106.52.179.33:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.27:8080,106.53.190.27,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.27:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.177.236:8080,1.14.177.236,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.177.236:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.177.197:8080,1.14.177.197,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.177.197:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.151.91:8080,1.14.151.91,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.151.91:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.120.11:8080,81.71.120.11,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.120.11:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.97.157:8080,114.132.97.157,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.97.157:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.198.47:8080,175.178.198.47,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.198.47:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.55.212:8080,139.199.55.212,8080,http,Directory listing for /,,CN,Beijing,http://139.199.55.212:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.136.45:8080,42.193.136.45,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.136.45:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.97.220:8080,114.132.97.220,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.97.220:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.123.46:8080,106.53.123.46,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.123.46:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.101.65:8080,118.126.101.65,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.101.65:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.186.36:8080,1.14.186.36,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.186.36:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.186.75:8080,1.14.186.75,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.186.75:8080,Shenzhen Tencent Computer Systems Company Limited
